Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Parathyroid hormone synthesis, secretion and action	21/106	2.477946023283609E-5	1.2720122919522526E-4	0	0	2.6990900210786077	28.62518697648074	ATF2;EGR1;CDKN1A;JUND;PDE4C;BRAF;GATA3;FOS;RUNX2;RXRB;CYP27B1;MMP14;CREB1;MMP13;NACA;BGLAP;GNA11;GNAS;BCL2;PRKACA;RXRG
Homologous recombination	12/41	2.4911567697863947E-5	1.257829975564278E-4	0	0	3.9875058151126463	42.26827259729564	BARD1;RAD51B;RAD52;POLD4;RAD51;POLD1;RBBP8;RAD54L;ATM;BRCA1;TOPBP1;BRCA2
Natural killer cell mediated cytotoxicity	24/131	2.6511228468431976E-5	1.3170094142382337E-4	0	0	2.4959960064063895	26.302661644256663	IFNA5;CSF2;SYK;IFNGR1;IFNB1;IFNA2;PRF1;TNFRSF10B;TNFRSF10A;NFATC1;BRAF;KIR3DL1;KIR2DL3;KLRK1;IFNG;LCK;TNFSF10;PTK2B;FAS;PTPN6;HRAS;MICA;CD244;IFNA21
Adipocytokine signaling pathway	16/69	3.020979522000009E-5	1.476923321866671E-4	0	0	3.1591833511037395	32.87870897172946	CPT1A;CPT1C;PRKAB1;CPT1B;PRKAG3;RXRB;MAPK10;G6PC2;NPY;LEP;PRKCQ;PPARA;PCK1;RXRG;PCK2;NFKBIB
IL-17 signaling pathway	19/93	3.807709821157856E-5	1.8324603514322183E-4	0	0	2.783393396032932	28.32352604876245	CSF2;JUND;FOS;MAPK14;MMP9;MAPK12;MAPK13;IL4;MAPK10;FOSL1;CASP8;TBK1;MMP13;MAPK7;IL5;IFNG;TRAF3;MAP3K7;CCL17
Hippo signaling pathway	27/160	3.954024194423675E-5	1.8735991567422953E-4	0	0	2.2990463215258856	23.308172153797077	TCF7;LEF1;AREG;ACTG1;BBC3;RASSF1;CCND2;PPP2R1B;CDH1;AMH;FZD1;TEAD4;TCF7L1;SMAD3;TGFB3;FZD4;BMP8B;AXIN2;SMAD7;BMP4;BMP2;APC;PPP2R2C;ID1;PPP2R2D;BIRC5;BMPR1A
African trypanosomiasis	11/37	4.609309439090783E-5	2.1510110715756989E-4	0	0	4.050371897783342	40.44234537529428	IL10;IFNG;LAMA4;NPPA;TLR9;HBB;APOA1;FAS;HBA2;HBA1;THOP1
Primary immunodeficiency	11/37	4.609309439090783E-5	2.11890642871636E-4	0	0	4.050371897783342	40.44234537529428	CD79A;CD40;PTPRC;LCK;IGLL1;CD19;RAG2;AICDA;ADA;UNG;RAG1
Osteoclast differentiation	23/127	4.67422763239589E-5	2.1171501629087266E-4	0	0	2.4673346349417495	24.601451988736997	JUND;CSF1;SYK;IFNGR1;IFNB1;FHL2;CYBA;NFATC1;TYK2;FOS;MAPK14;MAPK12;RELB;MAPK13;FOSL1;MAPK10;CREB1;IFNG;LCK;MAP3K7;SQSTM1;IRF9;MAP2K6
Neurotrophin signaling pathway	22/119	4.902027883961575E-5	2.1881515771886452E-4	0	0	2.5187186591257755	24.993941659051618	NGFR;ZNF274;MAP3K1;NTRK3;PSEN2;BRAF;PSEN1;MAPK14;MAPK12;MAPK13;NTF4;MAPK10;MAPK7;IRAK1;RPS6KA2;BCL2;TP53;HRAS;SH2B3;MAP2K5;MAP3K5;NFKBIB
Endometrial cancer	14/58	5.8447610877866485E-5	2.571694878626125E-4	0	0	3.2885464624635907	32.05471118039195	CDKN1A;TCF7L1;LEF1;TCF7;BRAF;AXIN2;ELK1;DDB2;GADD45G;APC;CDH1;ERBB2;HRAS;TP53
Hematopoietic cell lineage	19/97	6.982234105602665E-5	3.0289128232755224E-4	0	0	2.6686142869181717	25.537455267349294	CR2;CSF2;CSF1;MME;EPO;IL11RA;FLT3;GP1BB;ITGA2B;IL5RA;GP1BA;EPOR;IL4;CD2;GP9;IL5;CD19;HLA-DPB1;CD44
PPAR signaling pathway	16/74	7.49363514702217E-5	3.2056105906705953E-4	0	0	2.9457250165697033	27.981063264736598	CPT1A;APOA1;DBI;CPT1C;CPT1B;RXRB;FABP2;ACOX1;SCD;EHHADH;ANGPTL4;PPARA;PCK1;PLTP;RXRG;PCK2
Autoimmune thyroid disease	13/53	8.928970350107556E-5	3.767291599771407E-4	0	0	3.3417305022878	31.15703997940978	IFNA5;IL10;CD40;CD80;IFNA2;PRF1;IL4;TPO;IL5;HLA-DPB1;FAS;CGA;IFNA21
Platelet activation	22/124	9.306962173051021E-5	3.8737085801347494E-4	0	0	2.417157422870704	22.436448528923595	VASP;LYN;FGA;PTGIR;SYK;VWF;GP1BB;ITGA2B;F2R;GP1BA;GP6;MAPK14;RASGRP1;MAPK12;ACTG1;PIK3R5;PTGS1;MAPK13;GP9;GNAS;PRKG2;PRKACA
Chronic myeloid leukemia	16/76	1.0496902935981093E-4	4.310728139042902E-4	0	0	2.8682059371862896	26.278058826311625	CDKN1A;SMAD3;HDAC1;TGFB3;CDKN2A;BRAF;DDB2;GADD45G;BCR;CDK6;MECOM;E2F1;MDM2;E2F2;HRAS;TP53
Tight junction	27/170	1.1530192029211389E-4	4.672762032890931E-4	0	0	2.163808302612598	19.621319510677676	NEDD4L;YBX3;PRKAG3;ACTG1;PPP2R1B;CLDN23;ERBB2;PRKACA;MYH10;MAP3K5;VASP;ACTR2;MAP3K1;PRKCE;MSN;PRKAB1;TUBA4A;MAPK10;CLDN5;AFDN;CTTN;PPP2R2C;CLDN7;PPP2R2D;RAPGEF2;MYH9;CFTR
Autophagy	22/128	1.5070073161816856E-4	6.028029264726742E-4	0	0	2.3416212534059944	20.60676953614477	IGBP1;TSC2;TSC1;HMGB1;CFLAR;HIF1A;IGF1R;RPTOR;MAPK10;VMP1;MRAS;ATG16L2;RHEB;BCL2;ULK1;PRKCQ;PIK3C3;PRKACA;MAP3K7;CTSD;HRAS;ATG5
Cytosolic DNA-sensing pathway	14/63	1.5246722998405666E-4	6.020500876293519E-4	0	0	3.027550711474417	26.607813715889858	IFNA5;ZBP1;IFNB1;IFNA2;MAVS;TBK1;IRF3;POLR3D;POLR1C;CASP1;IRF7;POLR3G;IFNA21;NFKBIB
B cell receptor signaling pathway	15/71	1.6403387301053374E-4	6.395244669271442E-4	0	0	2.878305253866523	25.085689858924475	LYN;CR2;CD72;SYK;INPPL1;NFATC1;FOS;BCL10;MALT1;CD79A;CD19;PTPN6;HRAS;CARD11;NFKBIB
MicroRNAs in cancer	40/299	1.659026111361231E-4	6.38725052874074E-4	0	0	1.8226057794829265	15.864160501717071	CDKN1A;DNMT1;HDAC1;PDGFA;BRCA1;THBS1;RPTOR;RASSF1;CCND2;MAPK7;STMN1;ERBB2;E2F1;IGF2BP1;HMOX1;TIMP3;E2F2;HRAS;PDGFRB;CDKN2A;PRKCE;DNMT3A;DICER1;CDC25C;MMP9;CDC25A;VEGFA;CDC25B;CDK6;CCNE2;APC;CCNE1;MDM2;BCL2;ATM;TP53;MET;RECK;CD44;EZH2
Thermogenesis	33/231	1.7721279356269448E-4	6.738461779914803E-4	0	0	1.9462826002335536	16.81229919027716	ATF2;NDUFA13;SMARCB1;NDUFB5;COX6A2;PRKAG3;ACTG1;RPTOR;RPS6KA2;NPPA;PRKG2;PRKACA;HRAS;MAP3K5;FGF21;CPT1A;NDUFA7;NDUFA1;BMP8B;TSC2;TSC1;CPT1C;MAPK14;PRKAB1;CPT1B;MAPK12;SMARCA4;MAPK13;COX7A2L;CREB1;RHEB;GNAS;NDUFS1
Adherens junction	15/72	1.9332669808701594E-4	7.261539391561086E-4	0	0	2.838328792007266	24.27091582629554	PTPN1;TCF7L1;SMAD3;CSNK2A1;INSR;LEF1;TCF7;ACTG1;IGF1R;AFDN;CDH1;ERBB2;PTPN6;MAP3K7;MET
Cholesterol metabolism	12/50	2.066386365511118E-4	7.668036151535233E-4	0	0	3.26975476839237	27.74236187700217	ABCA1;SCARB1;ABCG8;NPC1;LRP1;STAR;PCSK9;APOA1;ANGPTL4;APOB;PLTP;LDLR
Cortisol synthesis and secretion	14/65	2.166538697767498E-4	7.943975225147493E-4	0	0	2.934395304967512	24.758108084842032	ATF2;SCARB1;NR0B1;CACNA1C;CACNA1H;PBX1;CREB1;STAR;CYP11A1;GNA11;GNAS;PRKACA;PDE8A;LDLR
Inflammatory bowel disease (IBD)	14/65	2.166538697767498E-4	7.850516693086935E-4	0	0	2.934395304967512	24.758108084842032	IL10;SMAD3;IFNGR1;TGFB3;NFATC1;GATA3;IL4;IL5;IFNG;IL23A;HLA-DPB1;STAT6;IL12RB1;TLR2
HIF-1 signaling pathway	18/100	3.2526487610940445E-4	0.001164902114438332	0	0	2.4523160762942777	19.694233334442327	CDKN1A;PFKFB3;PDHA1;NOS2;EPO;IFNGR1;INSR;HIF1A;IGF1R;HK1;VEGFA;IFNG;MKNK1;NPPA;ERBB2;BCL2;HMOX1;EIF4E2
GnRH signaling pathway	17/93	3.9096859693818167E-4	0.0013841187109995398	0	0	2.4904046175031493	19.54191444302644	EGR1;MAP3K1;CACNA1C;MAPK14;ELK1;MAPK12;MAPK13;MAPK10;MMP14;MAPK7;GNA11;GNAS;PTK2B;PRKACA;CGA;HRAS;MAP2K6
Longevity regulating pathway	18/102	4.179907575548597E-4	0.001462967651442009	0	0	2.4042314473473314	18.70504384548024	ATF2;HDAC1;INSR;TSC2;TSC1;PRKAB1;PRKAG3;IGF1R;RPTOR;CREB1;RHEB;ULK1;PRKACA;EIF4E2;TP53;HRAS;CRYAB;ATG5
Salmonella infection	16/86	4.676212776407165E-4	0.001618284870936412	0	0	2.5346936189088143	19.435655092744728	CSF2;NOS2;IFNGR1;RHOG;FOS;NLRC4;MAPK14;MAPK12;ACTG1;MAPK13;MAPK10;IFNG;CASP1;MYH9;MYH10;PFN2
Glucagon signaling pathway	18/103	4.7237135756162974E-4	0.0016165597569886886	0	0	2.3808893944604637	18.232244111281958	ATF2;PFKFB1;CPT1A;PDHA1;PYGL;CPT1C;PRKAB1;CPT1B;PRKAG3;GCK;G6PC2;CREB1;GNAS;PRKACA;PCK1;PPARA;FBP1;PCK2
Thyroid hormone signaling pathway	19/116	7.661729845223555E-4	0.0025932008706910496	0	0	2.2315136709574364	16.00910799608394	NCOA1;THRB;HDAC1;NCOA3;TSC2;ATP2A2;ATP1A1;HIF1A;ACTG1;MED17;BMP4;RXRB;RHEB;SIN3A;MDM2;PRKACA;TP53;HRAS;RXRG
Choline metabolism in cancer	17/99	8.243835043792961E-4	0.002759892601617643	0	0	2.3394710043211404	16.612290508995354	PDGFRB;SLC22A4;DGKE;SLC44A4;CHKA;DGKB;DGKA;TSC2;PDGFA;TSC1;FOS;HIF1A;MAPK10;RHEB;RALGDS;HRAS;DGKI
Insulin resistance	18/108	8.455564296479644E-4	0.0028003374229201403	0	0	2.2706630336058127	16.066111831734922	SREBF1;PTPN1;CPT1A;PRKCE;INSR;PYGL;PRKAB1;CPT1B;PRKAG3;MAPK10;G6PC2;CREB1;PPP1R3C;RPS6KA2;PRKCQ;PCK1;PPARA;PCK2
Ras signaling pathway	31/232	8.722166444638227E-4	0.0028579013456899722	0	0	1.8204453631494877	12.824077697913449	CSF1;FLT3;PDGFA;ELK1;RASGRP1;IGF1R;FGF4;NTF4;RASSF1;FGF7;TBK1;PRKACA;RALGDS;HRAS;FGF21;PDGFRB;NGFR;INSR;VEGFB;VEGFD;PGF;VEGFA;MAPK10;AFDN;MRAS;FGF18;GNB1;GNB4;RGL2;MET;EPHA2
Acute myeloid leukemia	13/66	8.893020964988918E-4	0.002883211007596407	0	0	2.6835108578977787	18.8518611867676	CEBPA;TCF7L1;CSF2;JUP;FLT3;LEF1;TCF7;BRAF;DUSP6;PML;CCNA1;RARA;HRAS
AGE-RAGE signaling pathway in diabetic complications	17/100	9.266128997176168E-4	0.002972883053260687	0	0	2.316076294277929	16.17541815801287	EGR1;SMAD3;TGFB3;PRKCE;VEGFB;NFATC1;VEGFD;MAPK14;AGER;F3;MAPK12;MAPK13;VEGFA;MAPK10;THBD;BCL2;HRAS
Amyotrophic lateral sclerosis (ALS)	11/51	9.924695075113992E-4	0.003151346477458876	0	0	2.938505102313405	20.320686262926344	DAXX;APAF1;CASP1;BCL2;NOS1;MAPK14;TP53;MAPK12;MAP3K5;MAP2K6;MAPK13
Glioma	14/75	0.0010005763381933871	0.003144668491464931	0	0	2.5431425976385102	17.565941416041685	PDGFRB;CDKN1A;CDKN2A;PDGFA;BRAF;IGF1R;DDB2;GADD45G;CDK6;E2F1;MDM2;E2F2;HRAS;TP53
Phospholipase D signaling pathway	22/148	0.001181652298543112	0.0036762515954674594	0	0	2.025185948891671	13.651457625075771	PDGFRB;DGKE;SYK;DGKB;DGKA;INSR;F2R;TSC2;LPAR2;PDGFA;TSC1;AGPAT3;PIK3R5;MRAS;RHEB;GNAS;PTK2B;AVP;MS4A2;RALGDS;HRAS;DGKI
Fc epsilon RI signaling pathway	13/68	0.0011899283919980916	0.003664979447354122	0	0	2.6045840679596086	17.538910067717246	LYN;CSF2;SYK;MAPK14;MAPK12;MAPK13;IL4;MAPK10;IL5;ALOX5AP;MS4A2;HRAS;MAP2K6
Relaxin signaling pathway	20/130	0.0012631653217411078	0.0038520289019431803	0	0	2.0959966464053656	13.9889636304888	ATF2;SMAD3;NOS2;VEGFB;VEGFD;FOS;MAPK14;MMP9;MAPK12;MAPK13;VEGFA;MAPK10;CREB1;MMP13;GNB1;GNAS;GNB4;NOS1;PRKACA;HRAS
Allograft rejection	9/38	0.0014029442392136033	0.004236341428213625	0	0	3.2267316793345757	21.19698838504664	IL10;IL4;CD40;IL5;IFNG;CD80;PRF1;HLA-DPB1;FAS
Galactose metabolism	8/31	0.0014166985496333734	0.004236341294049311	0	0	3.515865342357387	23.0620588181194	G6PC2;GALT;AKR1B10;AKR1B1;LCT;GLA;GCK;HK1
Type II diabetes mellitus	10/46	0.0015641200086442058	0.004632201564061687	0	0	2.9617343916597556	19.134083366701397	SOCS2;MAPK10;KCNJ11;PKLR;INSR;PRKCE;PDX1;CACNA1C;GCK;HK1
Prolactin signaling pathway	13/70	0.0015707940699466925	0.004607662605176964	0	0	2.5301673803036198	16.33520088279929	GALT;CISH;PRL;FOS;MAPK14;GCK;MAPK12;MAPK13;SOCS2;MAPK10;CCND2;CGA;HRAS
Nucleotide excision repair	10/47	0.0018582705826945534	0.005399503202546438	0	0	2.8987187663052927	18.227459615148902	DDB1;POLD4;RFC3;CDK7;LIG1;POLD1;POLE3;XPC;ERCC5;DDB2
Progesterone-mediated oocyte maturation	16/99	0.0022255364454033355	0.006406217057796517	0	0	2.2018550628904854	13.44839631930413	PLK1;BRAF;CDC25C;MAPK14;CDC25A;MAPK12;IGF1R;CDC25B;MAPK13;CCNA2;MAPK10;CCNA1;RPS6KA2;CDC16;CDK2;PRKACA
Mitophagy	12/65	0.0024708494438739326	0.007046496562158993	0	0	2.5151959756864386	15.099207586823928	MAPK10;TBK1;MRAS;CSNK2A1;CITED2;E2F1;ULK1;HRAS;SQSTM1;TP53;HIF1A;ATG5
Shigellosis	12/65	0.0024708494438739326	0.006981849804707993	0	0	2.5151959756864386	15.099207586823928	MAPK10;CTTN;RHOG;NOD1;MAPK14;CD44;MAPK12;ACTG1;PFN2;ATG5;MAPK13;NFKBIB
Pyrimidine metabolism	11/57	0.002565771927775631	0.0071841613977717675	0	0	2.629188775754099	15.684414859808898	NT5E;RRM1;CANT1;RRM2;RRM2B;CAD;NME2;TK1;TYMS;TYMP;UCKL1
Ovarian steroidogenesis	10/49	0.002580230210889617	0.007159557702288307	0	0	2.7804037146193625	16.570863190241617	SCARB1;STAR;CYP11A1;INSR;GNAS;PRKACA;CGA;CYP19A1;LDLR;IGF1R
Sphingolipid signaling pathway	18/119	0.002611668736431403	0.007182089025186358	0	0	2.0607698120119977	12.256976414264658	PRKCE;PPP2R5C;MAPK14;MAPK12;MAPK13;MAPK10;SMPD2;PPP2R1B;PPP2R2C;PPP2R2D;BCL2;S1PR1;S1PR3;MS4A2;TP53;CTSD;HRAS;MAP3K5
Purine metabolism	19/129	0.002750174640818166	0.007496051233380488	0	0	2.0066324483028115	11.831287244977299	PRPS2;RRM1;GUCY2D;CANT1;RRM2;PKLR;PDE4C;NME2;ADA2;FHIT;PAICS;PFAS;APRT;NT5E;RRM2B;IMPDH2;PDE5A;PDE8A;ADA
Wnt signaling pathway	22/158	0.00275597658767761	0.007445971833374595	0	0	1.897009623012451	11.180943267330655	FZD1;TCF7L1;SMAD3;CSNK2A1;FZD4;SERPINF1;CTNNBIP1;TCF7;LEF1;NFATC1;PSEN1;AXIN2;NFATC4;FOSL1;MAPK10;CCND2;APC;SFRP5;PRKACA;MAP3K7;TP53;SKP1
Non-alcoholic fatty liver disease (NAFLD)	21/149	0.0029322700245712377	0.007853384065808185	0	0	1.9201580015727004	11.198319996490264	SREBF1;CEBPA;NDUFA13;XBP1;NDUFA7;PKLR;NDUFB5;INSR;NDUFA1;COX6A2;PRKAB1;PRKAG3;MAPK10;COX7A2L;CASP8;DDIT3;LEP;FAS;NDUFS1;PPARA;MAP3K5
Pertussis	13/76	0.0033590987599221	0.008918986362551782	0	0	2.3304173239638604	13.274249493330883	IL10;NOS2;NOD1;FOS;MAPK14;MAPK12;MAPK13;MAPK10;C4A;IRF3;IRAK1;IL23A;CASP1
Glycerolipid metabolism	11/61	0.004444358121283859	0.011699677789362636	0	0	2.4567829543931743	13.306230865266878	DGKE;AKR1B10;MOGAT3;DGKB;DGKA;AKR1B1;CEL;LPIN1;GLA;DGKI;AGPAT3
Complement and coagulation cascades	13/79	0.004735213634846814	0.012359710165532363	0	0	2.2419204635601693	12.000391414589446	FGA;CR2;VWF;SERPINC1;F2R;F3;C4A;THBD;PROC;ITGAX;MASP2;CD46;KLKB1
ABC transporters	9/45	0.004799980024476703	0.01242347771041029	0	0	2.7247956403269753	14.54807499358121	ABCA1;ABCC3;ABCC4;ABCG8;ABCB10;ABCA3;ABCG1;CFTR;ABCG2
Aldosterone synthesis and secretion	15/98	0.005100813343946709	0.013092087582796553	0	0	2.085302785964522	11.006968955601282	ATF2;SCARB1;PRKCE;CACNA1C;ATP1A1;CACNA1H;CREB1;STAR;CYP11A1;CYP11B2;GNA11;NPPA;GNAS;PRKACA;LDLR
Citrate cycle (TCA cycle)	7/30	0.0051442733861569	0.013094514073853928	0	0	3.178928247048138	16.752542247025463	FH;PDHA1;SUCLG1;ACO1;ACO2;PCK1;PCK2
Mismatch repair	6/23	0.0052717537978528885	0.013309017784743358	0	0	3.554081269991707	18.642550110737258	POLD4;RFC3;LIG1;MSH2;EXO1;POLD1
Ubiquitin mediated proteolysis	19/137	0.00539336316703457	0.013505332158102826	0	0	1.889456830883669	9.867851027713877	PIAS4;PIAS3;MAP3K1;UBE2C;NEDD4L;XIAP;BRCA1;PML;DDB2;DDB1;UBE2W;CDC34;CDC16;MDM2;BIRC6;STUB1;BIRC7;SKP1;BIRC3
Bile secretion	12/72	0.005874266540749387	0.01459092011734525	0	0	2.2706630336058127	11.664791259930414	ABCC3;SCARB1;ABCC4;ABCG8;NR1H4;GNAS;SLC4A2;ATP1A1;PRKACA;LDLR;CFTR;ABCG2
Asthma	7/31	0.006231485426898	0.01535438009187667	0	0	3.076382174562714	15.622301047391428	IL10;IL4;CD40;IL5;PRG2;HLA-DPB1;MS4A2
Circadian rhythm	7/31	0.006231485426898	0.015232519932417333	0	0	3.076382174562714	15.622301047391428	PER3;CREB1;BHLHE40;NR1D1;PRKAB1;PRKAG3;SKP1
Rheumatoid arthritis	14/91	0.006386236011855598	0.015487879461823026	0	0	2.0959966464053656	10.592350089446793	ATP6V0B;CSF2;ATP6V1G2;CSF1;TGFB3;CD80;TCIRG1;FOS;VEGFA;IFNG;IL23A;HLA-DPB1;ATP6V1E1;TLR2
Hedgehog signaling pathway	9/47	0.006470224534658627	0.015568977786522322	0	0	2.6088468896747634	13.150008755276074	SHH;GRK3;CCND2;IHH;BCL2;GAS1;GLI1;PRKACA;GLI3
cAMP signaling pathway	26/212	0.006916160231653534	0.016513002723637895	0	0	1.6708652511439	8.310707555044017	ATP2A2;OXT;CACNA1C;ATP1A1;GLI1;GLI3;NPY;NPPA;PRKACA;CGA;AMH;GRIA4;ABCC4;HTR1F;F2R;PDE4C;NFATC1;BRAF;FOS;MAPK10;AFDN;CREB1;ACOX1;GNAS;PPARA;CFTR
Central carbon metabolism in cancer	11/65	0.00727956125060526	0.017246960501434	0	0	2.3055963110459023	11.34972365332235	PDGFRB;PDHA1;FLT3;NTRK3;ERBB2;HRAS;TP53;MET;HIF1A;GCK;HK1
Dopaminergic synapse	18/131	0.0073122862477583124	0.017192245529080614	0	0	1.8719970048047923	9.206854354752721	ATF2;CACNA1C;PPP2R5C;FOS;MAPK14;SLC6A3;MAPK12;MAPK13;MAPK10;CREB1;PPP2R1B;PPP2R2C;GNB1;PPP2R2D;GNAS;GNB4;PRKACA;GRIA4
Notch signaling pathway	9/48	0.007456700533580031	0.01739896791168674	0	0	2.5544959128065394	12.513561606765299	JAG2;NCOR2;NUMBL;HDAC1;PSEN2;DTX1;HES1;PSEN1;RBPJ
Glycine, serine and threonine metabolism	8/40	0.007672661558622821	0.017768268872600215	0	0	2.7247956403269753	13.270004672615094	AOC3;ALAS2;ALAS1;AOC2;PSAT1;SHMT1;CTH;SDSL
Lysosome	17/123	0.008477065279609664	0.019484597806864005	0	0	1.8829888571365276	8.982593030515284	CD63;ATP6V0B;CLTC;AP1B1;M6PR;TCIRG1;IGF2R;CLN5;GALC;GNPTG;CLN3;NPC1;PPT2;CTSD;GLA;ARSB;CTSC
Fat digestion and absorption	8/41	0.008933554201432582	0.02038173847437952	0	0	2.6583372100750977	12.541877999330387	ABCA1;SCARB1;ABCG8;FABP2;MOGAT3;APOA1;CEL;APOB
Vibrio cholerae infection	9/50	0.009769312322313449	0.022124619082886342	0	0	2.4523160762942777	11.350567525503877	ATP6V0B;ATP6V1G2;GNAS;TCIRG1;SEC61B;ATP6V1E1;PRKACA;CFTR;ACTG1
Adrenergic signaling in cardiomyocytes	19/145	0.009833025923520802	0.022106364849959172	0	0	1.7852109367659494	8.251260243291505	ATF2;TPM2;ATP2A2;CACNA1C;PPP2R5C;ATP1A1;MAPK14;MAPK12;PIK3R5;MAPK13;CACNB1;CREB1;PPP2R1B;PPP2R2C;PPP2R2D;GNAS;BCL2;PRKACA;CACNG4
Epithelial cell signaling in Helicobacter pylori infection	11/68	0.010205890715972745	0.02277836478637395	0	0	2.2038788267350538	10.10432205610117	LYN;MAPK10;ATP6V0B;ATP6V1G2;NOD1;TCIRG1;ATP6V1E1;MAPK14;MET;MAPK12;MAPK13
Focal adhesion	24/199	0.011201286283747574	0.024820116369742823	0	0	1.6430928484383769	7.380323953027747	VASP;PDGFRB;VWF;CAV1;LAMA4;ITGA2B;VEGFB;PDGFA;XIAP;BRAF;VEGFD;ELK1;THBS1;PGF;VEGFA;ACTG1;IGF1R;MAPK10;CCND2;ERBB2;BCL2;HRAS;MET;BIRC3
Signaling pathways regulating pluripotency of stem cells	18/139	0.013190334541174367	0.02901873599058361	0	0	1.7642561699958832	7.6361787277722435	FZD1;SMAD3;FZD4;PCGF3;AXIN2;MAPK14;MAPK12;IGF1R;MAPK13;BMP4;APC;ID1;SMARCAD1;HOXB1;TCF3;SKIL;HRAS;BMPR1A
mRNA surveillance pathway	13/91	0.015294050867771147	0.033408281328180946	0	0	1.9462826002335536	8.136028334702994	CPSF1;NCBP2;RNMT;PPP2R5C;SMG7;PPP2R1B;PPP2R2C;PCF11;CLP1;MAGOH;PPP2R2D;PAPOLA;ETF1
Arrhythmogenic right ventricular cardiomyopathy (ARVC)	11/72	0.015418567150309611	0.03344308931193916	0	0	2.081441114138662	8.684152891958652	CACNB1;TCF7L1;DES;JUP;ITGA2B;LEF1;TCF7;ATP2A2;CACNA1C;CACNG4;ACTG1
mTOR signaling pathway	19/152	0.01577349283595625	0.03397367687744423	0	0	1.7029972752043596	7.066458474832287	FZD1;ATP6V1G2;FZD4;NPRL2;INSR;TSC2;TSC1;BRAF;IGF1R;RPTOR;CLIP1;RHEB;RPS6KA2;ULK1;ATP6V1E1;EIF4E2;LPIN1;HRAS;TELO2
Oxytocin signaling pathway	19/153	0.016812636947361254	0.0359603623596338	0	0	1.6918665740592331	6.912331485246983	CDKN1A;NFATC1;OXT;CACNA1C;FOS;ELK1;PRKAB1;PRKAG3;ACTG1;PIK3R5;NFATC4;CACNB1;MAPK7;NPPA;GNAS;PRKACA;HRAS;MAP2K5;CACNG4
Cysteine and methionine metabolism	8/47	0.019951873471056345	0.042380531235071406	0	0	2.318975013044234	9.077470535640904	DNMT1;GCLC;AHCYL1;MAT2A;CTH;DNMT3A;SDSL;SRM
Hypertrophic cardiomyopathy (HCM)	12/85	0.021049359692304006	0.04440549852897009	0	0	1.923385157877865	7.425969170189308	CACNB1;ACE;DES;TGFB3;TPM2;ITGA2B;ATP2A2;CACNA1C;PRKAB1;PRKAG3;CACNG4;ACTG1
Intestinal immune network for IgA production	8/48	0.022450911408497948	0.047040004855900465	0	0	2.2706630336058127	8.620399791910609	IL10;IL4;PIGR;CD40;IL5;CD80;HLA-DPB1;AICDA
Insulin secretion	12/86	0.022885891559288902	0.04762739594770934	0	0	1.9010202141816106	7.180599418408556	ATF2;RAB3A;CREB1;KCNJ11;GNA11;KCNMB1;PDX1;GNAS;ATP1A1;CACNA1C;PRKACA;GCK
Ferroptosis	7/40	0.024898865051544154	0.05146879487164832	0	0	2.384196185286103	8.804676906562294	GCLC;MAP1LC3A;GPX4;HMOX1;SLC39A8;TP53;ATG5
Amphetamine addiction	10/68	0.02596877874138077	0.053322559015635186	0	0	2.003526206122776	7.314594246191409	ATF2;ARC;CREB1;HDAC1;GNAS;FOS;CACNA1C;PRKACA;SLC6A3;GRIA4
Glycolysis / Gluconeogenesis	10/68	0.02596877874138077	0.052969429485730316	0	0	2.003526206122776	7.314594246191409	G6PC2;PDHA1;PKLR;ALDOC;PCK1;FBP1;FBP2;GCK;HK1;PCK2
Alzheimer disease	20/171	0.02600260053781697	0.052689480037155435	0	0	1.593447742881272	5.815381113305482	NDUFA13;NDUFA7;APAF1;MME;LRP1;NDUFB5;PSEN2;NDUFA1;ATP2A2;CACNA1C;PSEN1;COX6A2;BACE1;COX7A2L;CASP8;FAS;NDUFS1;NOS1;ATF6;CDK5R1
Graft-versus-host disease	7/41	0.02818584499577081	0.05674013240978699	0	0	2.3260450588157107	8.30150450021062	IFNG;CD80;PRF1;HLA-DPB1;FAS;KIR3DL1;KIR2DL3
Long-term depression	9/60	0.030039231942078005	0.06007846388415602	0	0	2.0435967302452314	7.1633195236784974	LYN;PPP2R1B;GNA11;GNAS;PRKG2;BRAF;NOS1;HRAS;IGF1R
cGMP-PKG signaling pathway	19/166	0.03570560331997263	0.07095048917775207	0	0	1.559370998982305	5.196522216001958	VASP;ATF2;PRKCE;INSR;SRF;ATP2A2;NFATC1;CACNA1C;ATP1A1;ADRA2C;PIK3R5;NFATC4;CREB1;KCNMB1;GNA11;NPPA;PRKG2;GTF2IRD1;PDE5A
Maturity onset diabetes of the young	5/26	0.03817065850541761	0.07536258217736297	0	0	2.619995808006707	8.556089290671434	PKLR;HNF4A;PDX1;HES1;GCK
